# X , Y , E Distribution=true
40971
3.0375,-nan(ind),-nan(ind)
3.1125,-1,1.41421
3.1875,-nan(ind),-nan(ind)
3.2625,1,1
3.3375,-nan(ind),-nan(ind)
3.4125,-nan(ind),-nan(ind)
3.4875,-nan(ind),-nan(ind)
3.5625,-nan(ind),-nan(ind)
3.6375,-nan(ind),-nan(ind)
3.7125,-nan(ind),-nan(ind)
3.7875,-0.332537,0.608436
3.8625,1,1.41421
3.9375,1,1.41421
4.0125,0.499445,0.558893
4.0875,-nan(ind),-nan(ind)
4.1625,1,0.816497
4.2375,1,1.41421
4.3125,0.000515948,0.707107
4.3875,-1,0.707107
4.4625,-nan(ind),-nan(ind)
4.5375,-1,1.41421
4.6125,-1,1.41421
4.6875,-1,1.41421
4.7625,1,1.41421
4.8375,0.000937697,0.707108
4.9125,-1,1.41421
4.9875,-nan(ind),-nan(ind)
5.0625,-1,1.41421
5.1375,-nan(ind),-nan(ind)
5.2125,-nan(ind),-nan(ind)
5.2875,-nan(ind),-nan(ind)
5.3625,0.0012109,0.707108
5.4375,1,1.41421
5.5125,-nan(ind),-nan(ind)
5.5875,-nan(ind),-nan(ind)
5.6625,-nan(ind),-nan(ind)
5.7375,-nan(ind),-nan(ind)
5.8125,-nan(ind),-nan(ind)
5.8875,-0.000146015,0.707107
5.9625,-nan(ind),-nan(ind)
6.0375,-nan(ind),-nan(ind)
6.1125,0.000747468,0.707107
6.1875,-nan(ind),-nan(ind)
6.2625,-nan(ind),-nan(ind)
6.3375,-nan(ind),-nan(ind)
6.4125,0.00100821,0.707108
6.4875,-nan(ind),-nan(ind)
6.5625,-nan(ind),-nan(ind)
6.6375,-nan(ind),-nan(ind)
6.7125,-nan(ind),-nan(ind)
6.7875,-nan(ind),-nan(ind)
6.8625,1,1.41421
6.9375,-nan(ind),-nan(ind)
7.0125,-nan(ind),-nan(ind)
7.0875,-nan(ind),-nan(ind)
7.1625,-1,1.41421
7.2375,-nan(ind),-nan(ind)
7.3125,-nan(ind),-nan(ind)
